-0.048833	-0.234791	0.164446	-0.080482	-0.273162	-0.025865	-0.10379	0.13812	0.207985	-0.158023	0.205658	-0.072069	0.101166	0.013447	-0.180723	0.080729	-0.118728	0.164382	-0.064849	0.197625	0.001384	0.200446	0.088583	-0.156225	0.084697	0.189825	-0.301838	-0.096003	-0.10539	-0.167474	0.113794	0.228249	0.225726	-0.370711	-0.117527	-0.094983	0.072265	0.018186	0.034526	0.126569	
0.06914	-0.033857	-0.21341	0.03829	-0.115739	-0.05313	0.352016	0.049394	0.28165	0.027831	0.128284	-0.264558	-0.203193	0.106085	-0.021767	0.054422	-0.169123	-0.145437	-0.065425	0.210908	-0.006906	-0.047773	0.071893	-0.000423	0.009592	0.179037	0.237226	0.168385	0.041164	0.034074	-0.020815	-0.212587	-0.037179	0.077465	-0.30816	-0.056911	-0.328042	-0.06194	-0.044624	0.302764	
0.21698	-0.09156	0.085553	-0.210719	-0.235967	0.133422	0.04033	0.245334	0.173652	-0.03188	-0.004528	0.023089	0.123378	0.267771	-0.100885	-0.006435	0.146638	-0.04253	-0.114368	-0.037429	-0.006024	-0.263779	-0.33791	-0.18018	0.103983	-0.106638	0.136695	-0.175777	0.331814	-0.06537	0.007239	-0.306701	-0.090257	-0.061579	0.185883	-0.106607	0.156627	0.106506	0.020913	-0.012896	
0.276775	0.000887	0.229818	0.168213	-0.047347	-0.020276	0.151056	0.154282	-0.386113	0.006899	-0.006163	-0.293174	-0.095798	-0.065073	-0.043857	0.001133	0.020287	-0.011603	0.26903	-0.270453	-0.244628	0.205866	-0.157692	0.146339	0.044217	0.095556	0.198456	-0.072952	0.097725	-0.042084	0.072466	0.012617	0.126269	-0.239265	-0.170281	-0.19928	-0.074091	-0.034107	-0.030371	-0.161182	
0.12528	0.080348	-0.017887	-0.113238	0.159556	0.029635	0.050644	0.091884	0.280904	0.157096	-0.110614	-0.110008	0.094179	0.227948	-0.057777	0.319247	-0.067905	0.007339	0.085964	-0.143253	-0.325299	0.241094	-0.076775	-0.10192	0.241803	-0.054477	0.034965	0.178626	-0.168823	0.068541	0.153797	0.194473	0.11355	0.342911	0.030697	0.094202	0.2792	-0.10996	-0.027119	0.015219	
0.013485	-0.147493	0.295716	-0.119014	0.097006	-0.237984	-0.067868	0.177715	-0.040203	0.016496	-0.151422	-0.286447	0.046028	0.010115	0.16073	0.244812	-0.023514	0.079916	-0.031187	0.102142	-0.101922	-0.264458	-0.081175	-0.078907	-0.09534	-0.188069	-0.192634	-0.112476	-0.176212	0.03668	-0.072342	0.07347	-0.021416	0.124699	0.186838	-0.017586	-0.525665	-0.023994	-0.04645	-0.018545	
0.039157	-0.136258	0.038716	-0.012923	0.235116	0.088225	-0.102129	-0.347402	-0.024932	-0.045992	0.061094	-0.075139	0.013335	-0.060169	-0.006054	0.151723	-0.040186	0.258836	-0.021208	0.027133	-0.165833	-0.00783	-0.210027	-0.241305	-0.367524	0.10386	0.047357	0.177211	0.241988	-0.035593	0.081232	-0.070112	-0.041085	-0.121353	-0.042749	0.150744	0.066022	0.065916	-0.481642	0.113533	
0.017302	-0.035176	0.211039	0.107329	0.090916	0.084148	-0.039794	-0.003997	0.2737	0.026127	0.006504	-0.063969	0.133135	-0.042207	0.04052	0.126106	0.600548	-0.254329	0.152846	0.243529	0.183952	0.176672	0.12605	-0.093057	-0.1363	-0.013405	0.201899	-0.018992	-0.009603	-0.006755	-0.134528	0.141973	-0.031432	0.045789	-0.171627	-0.119084	-0.010809	0.150451	-0.103526	-0.180576	
0.319413	-0.123594	-0.147276	-0.341343	0.077193	0.058772	-0.160131	0.054554	0.056284	-0.065946	0.137148	0.254546	0.08903	-0.051526	0.164959	0.122592	0.055627	0.179589	0.252687	0.021807	-0.157495	-0.110438	0.341183	0.165345	0.103342	0.25619	0.041911	-0.11891	0.179962	0.019065	0.12493	-0.025844	-0.12139	0.023903	-0.123762	0.156131	-0.197527	-0.08672	0.06595	-0.187035	
-0.061673	-0.065323	0.231172	0.008648	-0.159278	0.25489	0.042009	0.135002	-0.253549	-0.063132	0.061011	0.124397	0.102364	-0.145337	-0.299877	-0.031346	0.003439	-0.035965	-0.033876	0.223899	-0.037102	0.175903	0.058432	0.103005	-0.10978	-0.034772	0.136416	-0.100069	-0.096541	-0.018024	0.37274	-0.193145	0.094303	0.412231	0.09365	0.234385	-0.120091	0.08806	-0.07639	0.144447	
