6
1	3	1.0955262450451375	5.534769663076489	0.05562053631461221
2	3	6.115386653842335	3.366920802839789	6.077184534519265
1	3	4.9375784412888235	4.615475573828117	3.5015929208826915
1	3	1.8085295734948537	3.474065017910236	2.2515622749638764
1	2	6.151627201423897	5.278742959119027	4.75069343791479
2	3	5.61142729259775	1.8678343116816163	2.2409561036874375
2	3	2.5867647589085174	3.3291117612977104	4.590297930873725
2	3	6.031417992212086	6.05270848962176	6.076776950974109
1	3	0.3256041877212822	5.152572834043582	2.186511757555885
2	4	1.0955262450451375	5.534769663076489	0.05562053631461221
3	4	6.115386653842335	3.366920802839789	6.077184534519265
2	4	4.9375784412888235	4.615475573828117	3.5015929208826915
2	4	1.8085295734948537	3.474065017910236	2.2515622749638764
2	3	6.151627201423897	5.278742959119027	4.75069343791479
3	4	5.61142729259775	1.8678343116816163	2.2409561036874375
3	4	2.5867647589085174	3.3291117612977104	4.590297930873725
3	4	6.031417992212086	6.05270848962176	6.076776950974109
2	4	0.3256041877212822	5.152572834043582	2.186511757555885
3	5	1.0955262450451375	5.534769663076489	0.05562053631461221
4	5	6.115386653842335	3.366920802839789	6.077184534519265
3	5	4.9375784412888235	4.615475573828117	3.5015929208826915
3	5	1.8085295734948537	3.474065017910236	2.2515622749638764
3	4	6.151627201423897	5.278742959119027	4.75069343791479
4	5	5.61142729259775	1.8678343116816163	2.2409561036874375
4	5	2.5867647589085174	3.3291117612977104	4.590297930873725
4	5	6.031417992212086	6.05270848962176	6.076776950974109
3	5	0.3256041877212822	5.152572834043582	2.186511757555885
4	6	1.0955262450451375	5.534769663076489	0.05562053631461221
5	6	6.115386653842335	3.366920802839789	6.077184534519265
4	6	4.9375784412888235	4.615475573828117	3.5015929208826915
4	6	1.8085295734948537	3.474065017910236	2.2515622749638764
4	5	6.151627201423897	5.278742959119027	4.75069343791479
5	6	5.61142729259775	1.8678343116816163	2.2409561036874375
5	6	2.5867647589085174	3.3291117612977104	4.590297930873725
5	6	6.031417992212086	6.05270848962176	6.076776950974109
4	6	0.3256041877212822	5.152572834043582	2.186511757555885
