0.01942	-0.202435	0.056059	0.100493	0.140981	-0.147878	-0.096875	0.160225	0.07217	0.054293	0.062703	-0.170941	0.030416	0.071509	-0.022775	0.165887	-0.280805	0.04991	-0.096425	-0.138349	-0.152364	0.190318	0.261928	0.032353	0.141803	-0.252421	0.099075	-0.026952	-0.194727	0.033324	0.142376	0.044653	-0.263024	-0.159622	0.084856	0.133838	0.227855	-0.031298	-0.103098	0.064022	-0.141579	-0.0244	0.034757	-0.162633	-0.010537	-0.143008	-0.046822	-0.136512	-0.055522	-0.049453	-0.090606	-0.0996	0.003923	-0.068091	-0.030942	-0.054829	-0.19227	0.027457	0.151364	0.169391	
-0.148619	0.031126	0.165913	0.015391	-0.2903	0.134654	0.064057	0.069701	0.092263	-0.125597	-0.070873	0.081825	-0.191906	0.250562	0.015357	-0.054381	0.077076	-0.114505	-0.068999	-0.001987	0.0104	0.073151	0.130152	-0.040135	0.075272	0.074136	0.112826	0.018371	0.228913	0.128797	-0.071547	-0.065694	-0.10968	-0.192535	-0.129007	0.258748	0.019189	0.119106	0.300175	0.109337	-0.047947	-0.008452	-0.090272	-0.076485	0.017974	-0.127272	-0.126208	0.100904	0.177834	-0.03822	-0.028211	0.013838	0.007988	0.031843	-0.28406	-0.159571	0.066779	-0.28216	0.007615	0.121576	
0.251825	0.140772	0.085079	-0.014246	0.04258	-0.102697	-0.042139	0.153186	-0.031537	-0.116313	-0.317959	0.012589	-0.088886	0.162515	-0.000521	-0.028461	-0.16371	-0.334605	-0.167722	0.064478	-0.085385	-0.113502	-0.007443	-0.00715	0.001098	0.137296	-0.001132	0.226279	-0.007033	0.093989	-0.024257	-0.090204	-0.049938	0.175272	0.192726	-0.120649	0.129122	0.054298	-0.053163	-0.080041	0.046333	0.032373	-0.02603	-0.128705	0.032433	-0.05052	-0.091623	0.096142	0.081911	0.09101	0.11743	-0.017746	0.11655	-0.129761	0.116371	-0.286217	-0.205797	0.082201	-0.043314	-0.283579	
0.200588	-0.120246	0.1158	-0.408122	-0.099157	0.061713	0.002467	0.000771	0.01913	0.152491	-0.050892	-0.19592	0.190861	-0.083573	0.065199	-0.082086	0.079925	-0.09848	0.040804	0.020782	-0.068356	0.149939	-0.008334	0.138162	0.009148	-0.030943	-0.192638	0.013098	-0.106565	0.057231	-0.033618	-0.168151	0.153964	-0.063199	0.033477	-0.151371	0.253824	0.141155	0.177246	-0.096059	-0.245029	0.030195	-0.145384	0.025239	-0.020961	0.094985	0.140013	-0.056451	-0.223538	0.02256	-0.147257	-0.033576	-0.059506	0.084991	-0.0899	-0.16595	0.142972	-0.187557	0.110041	-0.082025	
0.156437	0.111221	-0.031309	-0.029121	0.025883	-0.270889	0.000896	-0.137425	0.113915	0.066972	0.043147	0.079899	-0.050625	-0.086707	-0.102413	-0.217239	-0.12203	0.136331	0.127733	0.158727	-0.06096	-0.046946	0.162558	0.044268	0.046254	0.082478	-0.099734	-0.045332	0.233817	0.105736	-0.11779	0.273276	-0.062442	-0.26194	0.127667	-0.138686	-0.023167	-0.078913	0.141489	0.047131	-0.002201	-0.201921	0.064961	-0.1201	-0.157827	0.142409	-0.168025	0.168351	-0.095181	0.100086	-0.005791	-0.096888	0.231171	-0.054485	-0.039696	0.095835	0.05594	-0.009793	0.295784	-0.075292	
-0.132714	-0.10687	-0.067651	0.152356	-0.141686	-0.198542	0.151769	-0.076951	-0.177924	-0.172111	0.168993	-0.134889	-0.016855	0.025677	-0.051304	-0.083821	0.017401	-0.030828	0.094852	0.172972	0.061987	0.077134	-0.006562	-0.05543	0.031303	0.046688	-0.081075	0.082149	-0.128371	0.266583	0.120941	0.204751	0.121599	-0.059043	0.219115	-0.005992	-0.005272	0.074869	-0.028582	-0.206552	-0.261203	0.172621	0.065075	0.179426	-0.084783	-0.305226	0.040213	0.159508	-0.060749	0.074036	0.306236	-0.090397	-0.110665	0.039037	0.023642	-0.034174	-0.019107	-0.096445	-0.085034	0.040288	
0.09471	-0.013706	-0.025069	0.138042	0.050127	0.096169	-0.225523	-0.041649	0.18046	-0.02226	-0.256307	-0.137082	0.068607	0.119463	-0.003217	-0.058849	-0.119874	0.050762	-0.072645	-0.057899	0.070954	-0.035481	-0.046164	0.090921	-0.125579	0.003164	0.078163	-0.080857	0.092995	0.035553	0.04441	0.310309	-0.01678	-0.033075	0.029983	-0.356461	-0.139971	0.250508	0.13986	-0.081236	-0.096497	0.156999	-0.174838	-0.077982	-0.062242	-0.058234	-0.11932	-0.297343	0.009507	-0.205271	0.152885	0.18227	-0.118866	-0.024163	-0.074589	0.10568	0.129096	0.039966	-0.08384	0.118329	
-0.055547	-0.047215	0.063927	-0.039346	0.137434	-0.136539	-0.026407	-0.165266	0.134107	-0.184174	-0.063994	0.089123	-0.003774	0.090828	-0.120279	0.174386	-0.001474	-0.109318	-0.017515	-0.035115	0.001534	-0.059098	-0.005331	-0.256222	0.015309	0.095117	-0.119168	-0.075068	-0.23665	-0.086099	0.103611	0.069314	0.257627	-0.080057	0.062998	-0.130417	-0.006228	0.076157	-0.126819	-0.075562	0.173955	0.193199	0.127725	-0.166587	0.035166	-0.149631	0.035706	0.203358	0.048364	-0.004769	-0.404459	0.168057	0.070978	0.025052	-0.252249	-0.003366	0.180732	-0.033564	0.126766	0.055054	
-0.062859	-0.149112	0.009502	-0.07934	0.200348	-0.085305	-0.125513	-0.071336	0.132571	-0.107513	0.177306	-0.042675	0.081038	0.141424	-0.004097	0.028693	0.181434	0.075183	0.114796	-0.079151	0.022811	-0.07661	0.018731	-0.236128	-0.077549	0.076768	-0.056256	-0.096081	0.242977	0.245948	-0.055525	0.032413	-0.031296	-0.002629	0.037898	-0.031285	0.195653	0.169285	-0.043853	0.090715	0.066055	-0.166913	0.108011	-0.096079	0.159572	0.191858	0.046927	-0.000522	-0.137198	-0.074539	0.112109	0.051734	-0.145426	0.284981	-0.125434	-0.191712	-0.284603	0.128226	-0.214102	-0.071087	
0.227314	-0.251287	0.144054	-0.042397	0.01569	0.074118	0.075596	-0.257607	-0.011539	-0.208226	-0.037662	-0.26128	0.005954	-0.074318	0.150979	-0.08984	-0.092506	-0.162082	-0.074107	-0.036676	-0.189717	-0.159704	0.238187	-0.093456	-0.09986	-0.014521	-0.09778	0.229697	0.047017	0.113116	0.125802	0.090087	-0.00987	0.076096	-0.191882	0.1717	-0.072232	-0.230434	0.101017	-0.064869	0.118533	-0.060017	0.021604	0.108371	-0.102908	0.113316	0.118661	0.054232	0.15012	-0.136339	0.052194	0.080556	-0.046367	0.102238	0.044939	0.053109	0.096796	0.173411	0.086481	0.158751	
0.110847	-0.193947	-0.039625	0.156115	-0.050066	0.105931	-0.130783	0.04514	0.042497	0.060458	-0.026039	0.038829	0.15496	-0.164813	-0.143805	0.134883	0.114036	0.014754	0.213427	-0.165965	0.046576	-0.105988	-0.216161	0.060011	0.08426	-0.081133	0.051428	-0.00542	0.066952	0.256899	-0.135725	-0.015542	0.100311	0.048109	0.039487	0.337616	0.204292	0.010646	0.101937	-0.182651	0.054677	0.046846	0.053595	-0.147368	-0.072373	-0.172072	-0.193235	0.046345	0.092574	-0.130181	0.018964	-0.025859	-0.020061	-0.089508	0.011877	0.044539	0.219386	0.209173	0.143004	-0.26645	
-0.045452	0.094001	0.118343	-0.069162	-0.211759	0.119629	0.061713	0.178726	0.119023	0.217206	-0.128302	-0.068205	0.042652	0.165169	-0.011279	-0.284371	-0.090051	0.028211	0.082797	-0.030922	-0.122091	-0.020479	0.096662	-0.249287	0.05941	-0.018528	-0.079992	-0.187444	0.004271	0.181981	-0.011389	0.24684	0.073243	0.056661	-0.010734	0.176085	0.184485	0.067367	-0.256611	-0.040572	0.093389	-0.030594	-0.043209	0.04573	0.106724	-0.043997	0.09807	-0.011355	-0.086672	0.121011	-0.091524	0.154029	0.174528	-0.076875	0.260624	0.168861	0.129853	0.03078	-0.216183	0.075223	
0.076386	-0.214039	0.202017	0.219156	0.079013	0.148987	-0.096991	0.084958	0.101006	-0.105299	-0.163959	0.076181	-0.06053	-0.021438	0.223369	-0.210031	0.188649	-0.069172	0.062719	-0.082155	0.017155	0.049362	-0.130695	-0.11192	-0.054835	-0.060735	-0.034027	-0.133644	-0.082219	-0.021203	-0.121782	-0.032443	0.080862	-0.074241	-0.059327	-0.043215	-0.136455	-0.036234	-0.052861	-0.082052	0.023672	-0.164448	0.045962	-0.037602	-0.091786	-0.055775	0.217252	-0.006293	-0.166778	0.307648	0.135811	-0.176827	-0.041741	-0.320354	-0.235905	0.054264	-0.186319	0.020431	0.130471	0.077744	
-0.028243	-0.060732	0.024424	0.363016	0.066887	0.01692	0.017717	-0.032971	0.241096	0.032975	-0.046969	-0.179061	-0.008119	-0.006702	0.010536	-0.171539	-0.303512	-0.02491	0.103675	0.117595	0.024399	0.172196	-0.183656	0.049166	0.072731	0.195405	-0.105101	-0.003799	0.002932	-0.165636	0.16392	-0.00365	0.12132	0.04465	0.002735	0.135684	0.080921	-0.04867	0.191734	0.279507	0.157201	0.019913	-0.135187	0.085662	-0.002194	-0.06924	0.101076	0.034816	-0.062811	-0.024358	-0.138141	-0.075137	-0.109161	0.210923	-0.002356	0.083435	-0.127452	-0.078934	-0.039696	-0.31417	
-0.257956	0.22414	0.071856	-0.028209	-0.114892	0.19154	-0.109883	-0.143682	0.05858	-0.005452	0.030559	-0.048287	-0.118003	-0.255368	-0.103124	-0.116869	0.052592	0.055497	-0.020397	0.24172	-0.198658	0.029015	-0.07719	0.042829	-0.025087	0.020271	0.08576	0.031378	-0.131561	-0.074637	0.009523	0.121823	0.027913	-0.184325	-0.092157	0.01807	0.099116	-0.093396	-0.060856	-0.236774	0.051292	-0.039787	-0.268696	-0.174819	0.03655	-0.032509	-0.06153	0.089726	-0.073486	-0.068399	-0.045041	0.104637	-0.211748	-0.020709	0.031335	-0.269211	-0.215169	0.288246	0.078888	0.063582	
0.028526	-0.042077	0.088372	0.093612	0.089036	-0.086502	0.144282	0.037654	-0.107729	-0.064315	-0.16572	-0.188198	-0.001928	-0.120759	-0.185587	0.053174	0.071092	0.082025	0.083413	0.011867	0.008854	-0.244685	-0.218734	0.000424	-0.136865	-0.117497	0.161356	0.100665	0.005377	0.155759	-0.115475	0.151313	0.01534	0.084361	-0.079184	-0.025637	-0.020122	0.089297	-0.19384	0.101491	-0.124879	-0.219349	-0.289621	0.248551	0.091916	-0.018829	-0.016007	0.057581	0.039467	-0.175346	-0.274816	-0.057659	0.185359	-0.014864	-0.088596	-0.025661	-0.190303	-0.245615	0.09936	0.062358	
