-0.101709	-0.096684	0.180153	-0.021835	-0.042715	0.161781	-0.242498	-0.045533	-0.046798	0.061554	0.042675	-0.107204	-0.055887	0.065932	-0.168774	0.079473	0.107035	0.082761	-0.118427	0.078294	0.183536	-0.055879	-0.068454	-0.163934	0.073427	0.182926	0.012745	-0.050603	-0.138692	0.035751	0.208398	-0.099111	0.138636	0.091564	-0.045617	0.182309	0.178656	-0.047402	0.11884	0.019438	0.117094	-0.139383	0.083381	0.024912	0.071114	0.004043	0.0476	-0.109386	0.041345	-0.031977	0.010612	0.166014	0.110975	0.134075	0.064729	-0.100188	0.100426	0.263472	0.015696	-0.057802	0.12195	-0.048383	0.114576	-0.00361	0.049069	-0.062707	-0.031583	0.036388	0.023762	-0.107116	-0.000348	0.140107	-0.0257	0.000879	-0.29218	-0.069772	-0.012562	-0.118988	-0.260683	-0.035948	
-0.03626	0.0579	-0.288117	-0.018102	0.049745	0.011624	0.228988	-0.058252	-0.003199	0.141117	0.088329	0.237709	-0.086052	0.093023	0.038138	0.231581	0.099368	-0.114491	0.048833	-0.023262	-0.1176	0.182157	-0.001529	0.24783	-0.06765	0.007534	-0.01566	-0.119216	-0.139377	0.12333	0.162824	-0.011406	-0.055075	0.103974	-0.053352	0.189601	0.215929	0.110254	-0.003444	0.066914	-0.066146	-0.0156	0.304643	-0.139937	-0.141973	-0.071096	-0.084844	-0.080496	-0.029579	-0.054415	0.134904	0.017245	-0.128828	-0.028656	-0.045874	0.102555	-0.111953	0.069999	-0.088324	-0.089719	0.138976	0.011408	0.063126	0.021284	0.150684	0.081302	-0.185919	0.028875	-0.015369	0.02247	0.048975	0.070891	-0.01198	0.125303	0.014916	0.076913	0.060778	-0.030013	-0.049819	0.013656	
0.011957	-0.244636	0.081129	-0.045435	0.06333	-0.030628	-0.123862	0.150707	0.201836	0.195246	-0.260776	-0.013065	-0.000114	-0.01259	0.175073	0.021848	-0.015694	0.081268	0.118861	-0.082042	0.021335	0.264152	0.179705	-0.004691	-0.146401	-0.10378	0.006437	0.245903	-0.093126	0.165863	0.021092	-0.22433	-0.013034	-0.011667	-0.146514	-0.146783	-0.037814	-0.030325	0.107565	-0.036305	-0.041675	0.093214	0.00923	0.027099	0.004041	-0.129854	0.045638	-0.026445	-0.023274	0.008177	-0.165816	-0.115401	-0.047753	-0.065335	-0.027408	0.069713	-0.01975	0.074991	0.067682	-0.142829	-0.072465	0.105104	0.078906	0.154406	-0.062626	-0.181496	-0.118921	0.061486	0.034864	0.037682	-0.035004	-0.043268	-0.15185	-0.023904	0.011837	0.105353	0.082793	0.000461	-0.276199	0.034474	
0.031195	-0.120794	0.004325	-0.092508	0.175283	0.021094	-0.016291	0.056274	0.204405	0.16645	0.095499	0.061029	-0.092963	-0.029543	-0.074846	-0.100867	0.046376	-0.019273	-0.076918	-0.064393	0.101306	-0.122265	-0.097598	0.190297	0.038179	-0.075348	0.050444	0.002838	0.017018	0.067351	-0.072352	0.06982	-0.119139	0.027417	-0.03173	-0.048771	0.117845	0.032702	-0.015436	0.157996	0.002116	-0.049703	-0.274115	-0.058451	-0.09563	-0.024071	-0.144939	0.02862	-0.069811	-0.056007	0.019208	0.283002	6.9e-05	-0.090864	0.308302	0.13114	0.14589	-0.198149	0.108171	0.063194	0.113077	0.011367	-0.037506	-0.027772	0.156651	-0.023884	0.018951	-0.077473	-0.053819	-0.067628	0.123436	-0.21961	0.071252	-0.067373	0.072763	-0.112537	0.038041	0.106629	-0.289568	-0.165684	
0.175243	-0.043595	0.000792	-0.188811	-0.029044	-0.100526	0.009657	-0.15291	0.077605	-0.004408	-0.053809	-0.021647	-0.060714	0.059722	-0.049466	0.090857	0.049003	-0.054501	0.149669	0.281631	-0.113267	0.098001	0.105104	-0.115493	0.019939	0.012289	0.111276	0.000712	0.024575	0.002383	0.009559	0.061839	0.210667	-0.28334	0.043446	-0.157141	-0.020401	0.090029	-0.139232	0.005135	0.034709	-0.157445	-0.132336	-0.272663	-0.073427	-0.026962	0.198415	-0.051033	0.042399	0.104591	0.077974	0.294187	0.068433	0.024841	0.155175	-0.088321	-0.148235	0.039257	0.020636	-0.098534	-0.112335	0.103243	0.001357	-0.135708	-0.0295	0.037739	-0.086818	0.19358	0.010832	0.193292	-0.029053	0.090198	0.131092	0.104105	0.076544	-0.01978	0.052408	0.02675	-0.060458	0.020694	
0.049319	0.029448	-0.100287	0.06808	0.140808	-0.232443	0.044525	-0.0238	-0.07514	-0.033883	-0.12851	0.239295	-0.009898	0.099069	0.10281	0.107486	-0.102156	0.053423	-0.038002	-0.089621	0.060143	-0.076645	0.050267	-0.305762	0.197517	-0.105174	0.071526	0.034609	0.1091	-0.014795	-0.130913	0.006674	0.106445	0.07878	0.127146	-0.010199	0.118784	-0.071877	0.012494	-0.032075	-0.043402	0.031666	-0.057936	-0.030819	0.100473	-0.166712	0.11964	0.151662	0.311932	-0.156419	0.045132	0.043224	-0.081271	-0.192991	0.025081	-0.024375	-0.000275	0.06777	7.8e-05	0.088346	0.154296	0.056051	-0.000649	0.15587	0.143045	-0.016203	-0.055053	-0.0163	-0.038546	0.019497	-0.01975	-0.012403	-0.05498	0.095366	-0.311458	-0.011724	0.112725	0.215056	0.036472	-0.109531	
-0.099187	-0.14355	-0.046696	0.015438	-0.239068	-0.027948	0.177914	0.053306	-0.287528	0.126532	-0.003915	0.005129	0.016637	-0.048286	-0.062837	-0.012782	-0.194168	-0.057112	0.039295	-0.112876	-0.103059	0.120975	-0.129266	-0.246426	-0.178445	0.072082	-0.061569	0.003903	0.066145	0.113244	-0.240446	0.046185	0.044787	0.053463	-0.072715	-0.002911	0.111695	-0.094184	-0.001193	-0.049027	-0.04454	-0.127566	0.06629	-0.000918	-0.013327	0.105444	-0.162009	0.179154	-0.175396	0.070958	0.008162	0.01225	0.211966	0.10131	-0.015027	0.002333	0.023704	-0.061797	0.0224	-0.113083	-0.24292	0.133117	-0.058989	-0.1171	0.193329	-0.006148	-0.060617	0.083562	-0.110138	-0.078809	0.019217	-0.115155	0.126434	0.01395	-0.172188	0.030523	0.071868	0.120248	-0.132283	0.013026	
0.053459	0.045608	0.055822	-0.064145	-0.099096	0.070142	0.141447	0.049148	0.296674	-0.042092	-0.045497	0.103579	-0.010734	0.003341	-0.194971	-0.076427	0.214114	0.046634	-0.115387	0.11967	-0.045704	0.110217	0.053176	-0.178379	0.011105	0.153833	-0.11986	-0.0072	0.099883	-0.222238	-0.022176	0.028518	-0.012451	-0.039552	-0.012039	-0.108956	0.081545	0.040858	0.122674	-0.065934	0.026478	-0.095146	-0.155947	0.013059	0.199996	-0.147294	-0.202188	-0.089103	0.031416	0.043515	0.146101	-0.340852	-0.075508	0.103885	-0.077994	0.001468	-0.002552	-0.028515	-0.13182	0.144627	0.0147	0.124472	0.098451	-0.056985	0.248057	-0.109065	-0.148879	-0.084447	-0.046056	0.019688	0.063905	0.012456	0.027388	0.104623	0.083683	0.09597	-0.117169	0.033463	-0.082307	-0.06876	
-0.02453	-0.085337	-0.145051	-0.01985	-0.083135	0.041333	-0.067579	0.112018	0.002151	-0.120414	-0.018567	0.118538	-0.148645	-0.059152	-0.058667	-0.027468	-0.013066	0.109864	0.22918	0.033063	0.008216	-0.260055	0.26185	0.154482	0.001818	0.256603	-0.080299	0.114319	-0.008756	-0.081621	0.164976	0.192574	-0.124173	0.076071	0.082306	-0.02141	0.090804	-0.188354	0.032082	0.054897	-0.017947	0.241814	0.022694	-0.041682	0.017095	-0.152317	0.104006	0.009807	0.002335	-0.177452	-0.09843	-0.06487	0.131727	-0.011666	0.124715	-0.114325	0.169547	0.014674	0.046955	-0.089175	-0.205717	0.130461	0.030081	-0.019341	0.057619	0.091753	0.04395	0.128304	-0.13838	-0.069092	0.068189	0.015325	0.137025	0.145603	0.019025	0.131452	0.098912	-0.092851	0.056541	-0.053006	
0.16053	-0.009328	0.139072	0.012494	-0.025343	0.157064	-0.12469	-0.077649	0.14827	-0.071999	-0.072984	0.153392	-0.233752	0.001644	0.055795	0.159195	0.034512	-0.188821	-0.024894	0.062571	-0.077366	-0.081255	-0.147882	-0.054774	-0.02859	-0.195054	0.147588	0.050525	0.273442	0.007655	0.043686	-0.115267	0.006873	0.162922	-0.050603	0.03649	0.099355	0.039928	0.004172	0.139762	-0.055038	0.078231	0.035975	0.068254	-0.013397	0.245362	0.207282	0.001755	-0.033224	0.008877	-0.081398	-0.155655	0.070605	0.163655	-0.047268	-0.02538	-0.121153	-0.096145	-0.085994	0.009249	0.038479	0.049084	-0.0183	0.010011	0.040164	0.236181	0.155092	0.206121	-0.067734	-0.072752	-0.055005	-0.178072	-0.023232	0.061435	-0.022185	0.187643	-0.155157	0.037779	-0.101128	-0.099601	
